epoch,iter_num,disc_A,disc_B,fool_disc_A2B,fool_disc_B2A,cycle_A,cycle_B
0,186,0.479352921,0.494097829,0.269535273,0.307334214,1.050676227,0.690157712
0,187,0.454892635,0.540814161,0.483312607,0.330062062,0.807685792,0.793799043
0,188,0.501431227,0.535885692,0.311322272,0.279410511,0.698895693,0.978305995
0,189,0.513731718,0.483672172,0.289157957,0.281823218,0.586985648,0.751068354
0,190,0.44309321,0.51379782,0.398896158,0.314275235,0.700540781,0.89365828
0,191,0.454419553,0.508339226,0.371360153,0.301370621,0.571621299,0.7176072
0,192,0.488372982,0.400984645,0.324594021,0.292791337,0.746240079,0.900216758
0,193,0.408039451,0.436108708,0.378743172,0.322748005,0.969660342,0.953736007
0,194,0.482393682,0.405505538,0.384042442,0.311430454,0.667384386,0.814576805
0,195,0.526762009,0.352512687,0.313784122,0.319003105,0.703496873,0.829869807
0,196,0.49797073,0.434904695,0.330913693,0.25589031,0.653832316,0.73096168
0,197,0.595892012,0.4672333,0.295854717,0.291869372,0.821024239,0.62100184
0,198,0.474172652,0.414328545,0.355391026,0.301794916,0.731713414,0.744548559
0,199,0.497831285,0.490041077,0.288893312,0.265522003,0.606195092,0.610907614
0,200,0.450159192,0.486437023,0.572768033,0.289824009,0.551247656,0.906847775
0,201,0.479899228,0.483807206,0.402669489,0.336923897,0.540942967,0.661801457
0,202,0.477719545,0.752915859,0.70200175,0.287927449,0.568920612,0.647491336
0,203,0.464730203,1.037954092,0.78419435,0.288737565,0.723093688,0.626384854
0,204,0.470648855,0.857466638,0.544568121,0.339502186,0.65141809,0.705253363
0,205,0.491800249,0.750186205,0.476362526,0.340655386,0.688980281,1.060997248
0,206,0.515405536,0.658596039,0.384429157,0.283060879,0.586057365,0.80386132
0,207,0.442759037,0.560106039,0.377423882,0.271856517,0.859118819,0.584488451
0,208,0.454036176,0.533535123,0.324825197,0.277507097,0.498783916,0.548641443
0,209,0.465515316,0.416708946,0.366690695,0.315234572,0.532773077,0.977500677
0,210,0.496048033,0.361053944,0.360022575,0.396078765,0.613662601,0.663090944
0,211,0.450087428,0.522819877,0.364808261,0.294070035,0.620331228,0.906752884
0,212,0.47508207,0.519177914,0.309115738,0.273884982,0.611935258,0.733526349
0,213,0.392296493,0.374963731,0.309806049,0.29754433,0.610991597,0.675134897
0,214,0.398985565,0.501604557,0.356247425,0.337603688,0.455970883,0.622774243
1,215,0.423283011,0.379386604,0.377457112,0.349466056,0.791946769,0.673362255
1,216,0.447268397,0.34572655,0.419935703,0.327648073,0.567996383,0.751060843
1,217,0.484931171,0.496934235,0.302248478,0.364943802,0.57686156,0.721724331
1,218,0.513201714,0.368344784,0.37228027,0.339338481,0.559948325,0.784230471
1,219,0.424985468,0.491675943,0.461198688,0.285081267,0.78113687,0.534123838
1,220,0.486888349,0.545253277,0.230411574,0.389320195,0.95314157,0.621388137
1,221,0.483358383,0.45794183,0.251378,0.295382738,0.556661487,0.63031131
1,222,0.425401807,0.482617795,0.380469352,0.370564222,0.634793401,0.648584723
1,223,0.424639165,0.350726724,0.489898235,0.386614978,0.635685444,0.644171774
1,224,0.51972878,0.415436357,0.18015638,0.387581527,0.584765017,0.652324617
1,225,0.550915539,0.510074615,0.350785941,0.415837139,0.961787701,0.581925452
1,226,0.60177809,0.512692273,0.374001473,0.37120986,0.487285137,0.661978006
1,227,0.407753706,0.399162233,0.440818965,0.252429575,0.554317117,0.818077326
1,228,0.411167145,0.317441523,0.521810234,0.349339604,0.818923831,0.804081321
1,229,0.407527059,0.408400297,0.360055,0.317341685,1.085214138,1.091373801
1,230,0.494849205,0.39401561,0.278249294,0.368587703,0.620800138,0.70150888
1,231,0.440704912,0.425498247,0.515860796,0.305497408,0.592372596,0.628216386
1,232,0.39138943,0.411017269,0.460421294,0.372953504,0.647681594,0.858475447
1,233,0.428586513,0.269535542,0.240778461,0.302784711,0.580104649,0.903414488
1,234,0.445399195,0.495257258,0.446267694,0.334314287,0.560064316,0.612943351
1,235,0.339008123,0.360050589,0.453101307,0.39337796,0.592137516,0.72014904
1,236,0.381804585,0.432602078,0.261267841,0.230698735,0.497593164,0.56732142
1,237,0.421190381,0.483023763,0.629237652,0.464096785,0.778312325,0.820158422
1,238,0.452231944,0.558917522,0.503246009,0.331985503,0.529162586,0.65275979
1,239,0.403568774,0.588787436,0.335950643,0.334995925,0.865418255,0.755503416
1,240,0.428955257,0.64840728,0.588141441,0.390840411,0.555884302,0.54757756
1,241,0.492830098,0.660411358,0.33045736,0.371733546,0.571248472,0.705848634
1,242,0.406718194,0.436459661,0.197992712,0.230154052,0.733635783,0.644519866
1,243,0.51976949,0.474914849,0.334668338,0.490677238,0.638751268,0.806409836
1,244,0.632057488,0.432258129,0.41607964,0.300033748,0.693624556,0.738952398
1,245,0.531244934,0.470389575,0.288516164,0.307304412,0.856713891,0.748027802
1,246,0.570138514,0.460138619,0.402604014,0.443233699,1.115144968,0.734308243
1,247,0.527707219,0.433527529,0.312792271,0.402253866,0.689572215,0.942840099
1,248,0.572380304,0.356208295,0.469191313,0.323574394,0.766441882,0.90408349
1,249,0.45429647,0.411551774,0.366538882,0.342519313,0.885358751,0.677612484
1,250,0.424256802,0.401862204,0.393828899,0.402652591,0.657412887,0.945272505
1,251,0.420661211,0.363779604,0.200050652,0.308677346,0.641865969,0.61341548
1,252,0.45475328,0.44374758,0.384439796,0.364162922,0.641997695,0.717041373
1,253,0.537316263,0.418497384,0.633720398,0.316591859,0.650860608,1.006364942
1,254,0.509262681,0.469171047,0.210881323,0.306001842,0.59063369,0.700961828
1,255,0.427619517,0.527998626,0.410674483,0.285342574,0.629763544,0.773795247
1,256,0.463659674,0.572543859,0.335570157,0.395715743,0.648373365,0.79769814
1,257,0.498558909,0.447255731,0.434667915,0.190255448,1.095864296,0.873423159
1,258,0.465233564,0.403438568,0.382813901,0.379308015,0.706900656,0.652885199
1,259,0.400786281,0.483483255,0.345923215,0.376612842,0.544832349,0.604623914
1,260,0.426216781,0.366879702,0.355106503,0.241432294,0.564077437,0.828033924
1,261,0.431362212,0.377817631,0.385612577,0.383838236,0.631964564,0.777908027
1,262,0.498549104,0.444515109,0.436745912,0.351084918,0.581781566,0.676935613
1,263,0.410501897,0.409459651,0.194601253,0.185225144,0.777465224,0.792468131
1,264,0.450500429,0.467521697,0.638793111,0.315631777,0.697069049,0.777829409
1,265,0.398393661,0.594886601,0.474284351,0.407158017,0.589912593,0.798239768
1,266,0.364075571,0.559165955,0.341870993,0.352697164,0.592748821,1.190170288
1,267,0.509246767,0.70454824,0.750695288,0.345334381,0.784913898,0.790152788
1,268,0.473608136,0.600659132,0.504505217,0.326094389,0.545546949,0.738321841
1,269,0.469869852,0.42767036,0.197809458,0.427951276,0.593892992,0.717791378
1,270,0.553930998,0.444607615,0.43842116,0.362670064,0.567540169,0.560073376
1,271,0.472479761,0.458197296,0.397111833,0.307164669,0.547815263,0.553938031
1,272,0.382597983,0.462182581,0.33786124,0.285540104,0.65130651,0.714206934
1,273,0.465292752,0.437098145,0.439685881,0.477528214,0.571758926,0.955893517
1,274,0.46067521,0.410687119,0.272294015,0.444064528,0.757213354,0.640059829
1,275,0.424455464,0.472047955,0.482545912,0.274058402,0.554457545,0.570588171
1,276,0.481765807,0.505986691,0.448365569,0.413901627,0.643517077,0.844761372
1,277,0.403319716,0.522655427,0.40525043,0.606232643,0.672013164,0.597819686
1,278,0.417533696,0.504235625,0.301504225,0.429497987,0.669482887,0.566184878
1,279,0.64918983,0.447245538,0.380902469,0.80012536,0.553053737,0.536598027
1,280,0.614378631,0.41843313,0.335016727,0.460836917,0.906848967,0.553221822
1,281,0.347819,0.369186014,0.286275357,0.126869768,0.601548493,0.681172907
1,282,0.636905432,0.397336692,0.474793404,0.444504589,0.739594638,0.711494625
1,283,0.45215714,0.443514735,0.315969706,0.530609906,0.534163058,0.646247506
1,284,0.514970362,0.365558982,0.436091632,0.20823662,0.653561831,0.783702016
1,285,0.484750003,0.370186627,0.4162817,0.354470372,0.699419498,0.68259573
1,286,0.468840808,0.384064227,0.533114135,0.433745921,0.646623909,0.659935772
1,287,0.43843016,0.600242972,0.066153944,0.229644507,0.504662395,0.688579917
1,288,0.421591818,0.639393926,0.707966268,0.424674362,0.614215314,0.674487472
1,289,0.440777272,0.643254757,0.508568227,0.548059821,0.683344364,0.913527846
1,290,0.321561038,0.706383705,0.448323667,0.306966215,0.710969269,0.901639163
1,291,0.428127468,0.677916229,0.403577834,0.499108076,0.596744418,0.6503582
1,292,0.472220391,0.570356727,0.516896248,0.348222971,0.637974024,0.660962462
1,293,0.362599015,0.356364101,0.406353086,0.258184522,0.967149019,0.74948436
1,294,0.459877312,0.431164145,0.425120652,0.452317774,0.602229178,0.563905716
1,295,0.390398145,0.479288787,0.38050282,0.443200678,0.701124549,0.897563934
1,296,0.351359129,0.380177915,0.356905878,0.331326574,0.626090884,0.760198951
1,297,0.409077048,0.401472747,0.445117742,0.494129658,0.703186393,0.525926709
1,298,0.444707096,0.371691227,0.435525656,0.495142162,0.660188496,0.677569449
1,299,0.440035909,0.376940697,0.276369244,0.206159636,0.539525747,0.746655941
1,300,0.4098216,0.306134731,0.52434516,0.488672316,0.592538953,0.762205601
1,301,0.384287119,0.415886551,0.473610133,0.448042154,0.555423617,0.591301322
1,302,0.358108342,0.418711722,0.202446535,0.208488852,0.592511952,0.774231613
1,303,0.517174661,0.478828013,0.395466655,0.538430691,0.512722671,0.63538897
1,304,0.397223294,0.456806839,0.364518344,0.608989954,0.581024408,0.604090929
1,305,0.461028904,0.324343532,0.344223768,0.279709399,0.638071239,0.956350625
1,306,0.452613026,0.479759336,0.295381457,0.298517704,0.661694705,0.568702877
1,307,0.48097229,0.463836938,0.60080564,0.382971346,0.538865209,0.718363822
1,308,0.242853552,0.476243466,0.220508188,0.321856678,0.665734947,0.548596621
1,309,0.347992003,0.597030044,0.383084714,0.392617136,0.646711528,0.670747101
1,310,0.397542477,0.500051439,0.45223695,0.37482065,0.568967462,0.544393182
1,311,0.364919245,0.396791995,0.292345911,0.224375024,0.850857496,0.801495433
1,312,0.291451901,0.43917799,0.537009418,0.447755545,1.058385611,0.872029066
1,313,0.41557622,0.446493328,0.346860349,0.527543724,0.615224898,0.587427258
1,314,0.357959867,0.380392194,0.163686723,0.202693418,0.701193094,0.589518726
1,315,0.439579546,0.409553587,0.728052974,0.364904493,0.572545528,0.542859495
1,316,0.548444986,0.586915493,0.312941253,0.48366347,0.624835432,0.806703448
1,317,0.578427851,0.388462782,0.249192491,0.546463907,0.544766605,0.545812607
1,318,0.58939302,0.41057539,0.424424708,0.417283207,0.59058398,0.58715874
1,319,0.44912824,0.335301399,0.439270467,0.418331027,0.720193923,0.491777509
1,320,0.461325347,0.325500488,0.254704744,0.404710829,0.620614529,0.543581605
1,321,0.442336291,0.395294845,0.610686064,0.345718384,0.639594913,0.620837688
1,322,0.389095426,0.336715698,0.486443788,0.471121758,0.52789396,0.548446238
1,323,0.381567121,0.285811961,0.24566564,0.212565079,0.743557274,0.610206366
1,324,0.465439588,0.514646471,0.543192744,0.335820913,0.582336247,0.712085605
1,325,0.412043691,0.555977583,0.280843168,0.411701977,0.915775597,0.749016941
1,326,0.467534304,0.392050415,0.314169198,0.307731867,0.751229763,0.689146042
1,327,0.455808938,0.489460289,0.413346708,0.409487039,0.852593541,0.688574195
1,328,0.482350051,0.528768539,0.365968525,0.262910664,0.5356915,0.641210675
1,329,0.35808149,0.409395784,0.3277044,0.310747176,0.430307329,0.531277418
1,330,0.348862112,0.374442458,0.513191164,0.429678261,0.745698929,0.681548357
1,331,0.362055361,0.333716571,0.421501726,0.413897425,0.539408088,0.651364446
1,332,0.382486612,0.465762317,0.288971484,0.172403887,0.599056125,0.670701981
1,333,0.388685882,0.374130875,0.563992202,0.406787664,0.62812382,0.534803391
1,334,0.474290967,0.517647088,0.440021336,0.395678818,0.521845579,0.581163824
1,335,0.340213716,0.465172738,0.231819391,0.179072157,0.554342628,0.56133604
1,336,0.456273794,0.461751759,0.481999397,0.507222712,0.532851279,0.636962414
1,337,0.587097228,0.450062245,0.574256778,0.306123316,0.574669182,0.788043201
1,338,0.4546718,0.533751488,0.499560267,0.294061661,0.557735085,0.648238599
1,339,0.415273905,0.630611539,0.341731876,0.462451071,0.795243621,0.901443362
1,340,0.470007062,0.683100104,0.430415154,0.370637685,0.515022397,0.67731607
1,341,0.395297021,0.446099192,0.274072707,0.303590894,0.494145125,0.783282161
1,342,0.328547657,0.439726651,0.447672516,0.384427786,0.57727164,0.671955824
1,343,0.48371622,0.401611626,0.490401059,0.343131959,0.732060969,0.793444037
1,344,0.377202213,0.385173023,0.467666775,0.419192106,0.74044168,0.784131527
1,345,0.604510903,0.368572593,0.396355212,0.294438481,0.690280855,0.638948619
1,346,0.487045377,0.442139328,0.375482649,0.299261004,0.674575508,0.699908733
